# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost	variants_effect_inframe_deletion	variants_effect_inframe_deletion+splice_region_variant	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_non_coding_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant+non_coding_exon_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_region_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+non_coding_exon_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_NONE	total_score_NONE	length_NONE	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM	bases_affected_UTR_3_PRIME	total_score_UTR_3_PRIME	length_UTR_3_PRIME	bases_affected_UTR_5_PRIME	total_score_UTR_5_PRIME	length_UTR_5_PRIME
PLA2G6	ENSG00000184381	ENST00000479641	processed_transcript	0	0	0	22	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	5000	4	0	216	4	0	22289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000480154	retained_intron	0	1	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	0	5000	4	0	270	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	5	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000490473	processed_transcript	0	0	0	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	5000	2	0	79	1	0	3112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000491986	retained_intron	0	1	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	4	0	5000	5	0	385	2	0	679	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	6	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000496409	retained_intron	0	1	0	24	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9	0	5000	9	0	282	5	0	4547	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000498338	protein_coding	0	1	2	18	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	0	5000	3	0	390	4	0	2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000594306	protein_coding	0	2	1	7	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	5000	3	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	45
PLXNB2	ENSG00000196576	ENST00000359337	protein_coding	0	251	27	79	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	69	24	2	0	206	0	0	0	0	0	12	0	0	1	0	0	0	0	0	33	7	2	0	5000	59	0	1081	69	0	374	206	0	57	0	0	0	0	0	0	13	0	6	0	0	0	7	0	5000	0	0	0	1	0	13
PLXNB2	ENSG00000196576	ENST00000411680	protein_coding	0	7	2	133	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	101	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	12	20	0	5000	5	0	157	101	0	374	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	12	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000425954	protein_coding	0	5	0	42	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	34	0	5000	5	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	1	0	13
PLXNB2	ENSG00000196576	ENST00000427829	protein_coding	0	6	5	99	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37	54	0	5000	11	0	170	8	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000432455	protein_coding	0	9	8	45	0	0	1	0	0	0	37	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	37	0	5000	16	0	1081	7	0	374	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	13
PLXNB2	ENSG00000196576	ENST00000434732	protein_coding	0	1	1	106	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	64	0	5000	1	0	93	5	0	886	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	37	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000449103	protein_coding	0	46	26	79	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	69	24	2	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	33	7	2	0	5000	59	0	1081	69	0	374	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0	7	0	5000	0	0	0	1	0	13
PLXNB2	ENSG00000196576	ENST00000463165	retained_intron	0	10	0	104	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	36	0	0	21	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	45	2	0	5000	21	0	81	36	0	111	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	45	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479701	retained_intron	0	10	0	107	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	40	0	0	22	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	43	2	0	5000	22	0	379	40	0	102	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	43	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479818	retained_intron	0	7	0	87	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	9	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	61	2	0	5000	9	0	406	15	0	103	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	61	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000492578	retained_intron	0	0	0	105	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	45	0	5000	11	0	441	6	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	5000	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000496720	processed_transcript	0	2	0	112	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	33	58	0	5000	10	0	81	11	0	74	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	33	0	5000	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000216259	protein_coding	0	14	7	17	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	7	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	11	0	5000	10	0	172	5	0	3525	9	0	18	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	0	424	0	0	0
PMM1	ENSG00000100417	ENST00000414636	nonsense_mediated_decay	0	0	0	15	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	7	0	129	2	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	110	0	0	0
PMM1	ENSG00000100417	ENST00000463617	retained_intron	0	2	0	22	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	11	0	5000	5	0	1884	1	0	367	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	5	0	5000	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000466645	processed_transcript	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5000	6	0	78	2	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000472620	retained_intron	0	2	0	27	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	5000	11	0	153	5	0	2858	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000478337	retained_intron	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	8	0	107	1	0	3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000482178	retained_intron	0	2	0	27	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	11	0	5000	7	0	876	4	0	154	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	5	0	5000	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000485648	retained_intron	0	2	0	27	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	5000	11	0	100	5	0	3525	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PMM1	ENSG00000100417	ENST00000493389	retained_intron	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	3	0	778	1	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA3	ENSG00000100344	ENST00000216180	protein_coding	2	99	24	34	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	31	23	0	0	88	1	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0	0	0	0	35	0	1415	31	0	1358	88	0	22282	1	0	2	0	0	0	1	0	6	0	0	0	0	0	0	1	0	1186	2	0	173
PNPLA3	ENSG00000100344	ENST00000406117	nonsense_mediated_decay	0	1	0	107	25	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	41	0	0	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	5000	35	0	37	41	0	1055	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	25	0	37	2	0	120
PNPLA3	ENSG00000100344	ENST00000423180	protein_coding	2	11	24	34	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	31	23	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0	0	0	0	35	0	908	31	0	1358	0	0	0	1	0	2	0	0	0	1	0	6	0	0	0	0	0	0	1	0	679	2	0	109
PNPLA3	ENSG00000100344	ENST00000478713	processed_transcript	0	0	0	48	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	5000	16	0	210	8	0	3988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
PNPLA3	ENSG00000100344	ENST00000497129	processed_transcript	0	1	0	38	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	6	0	5000	10	0	222	12	0	2063	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	10	0	5000	0	0	0	0	0	0
PNPLA5	ENSG00000100341	ENST00000216177	protein_coding	2	9	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	7	0	0	0	0	22	0	326	20	0	393	0	0	0	1	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA5	ENSG00000100341	ENST00000381198	protein_coding	1	7	8	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	8	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	326	29	0	2192	0	0	0	1	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA5	ENSG00000100341	ENST00000438734	protein_coding	2	7	6	30	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	19	6	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	11	0	5000	13	0	308	19	0	393	0	0	0	1	0	2	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA5	ENSG00000100341	ENST00000593866	protein_coding	1	7	8	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	8	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	326	29	0	2192	0	0	0	1	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA5	ENSG00000100341	ENST00000597664	protein_coding	2	28	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	1	0	19	1	0	0	0	0	2	0	0	0	0	1	0	0	0	7	0	0	0	0	22	0	323	20	0	393	19	0	2360	1	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
POLDIP3	ENSG00000100227	ENST00000252115	protein_coding	1	14	14	19	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	14	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	20	0	164	14	0	713	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	1	0	2070	3	0	105
POLDIP3	ENSG00000100227	ENST00000339677	protein_coding	0	1	4	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	59	30	0	17453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
POLDIP3	ENSG00000100227	ENST00000348657	protein_coding	1	12	13	22	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	17	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	17	0	133	17	0	2976	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	1	0	2070	3	0	74
POLDIP3	ENSG00000100227	ENST00000445215	nonsense_mediated_decay	0	0	0	47	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	21	0	71	14	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	8	0	130	0	0	0
POLDIP3	ENSG00000100227	ENST00000451060	protein_coding	1	3	5	24	5	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	9	0	138	15	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	5	0	524	3	0	197
POLDIP3	ENSG00000100227	ENST00000454057	nonsense_mediated_decay	0	0	0	25	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	7	0	62	8	0	2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
POLDIP3	ENSG00000100227	ENST00000463133	processed_transcript	0	0	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	5000	5	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
POLDIP3	ENSG00000100227	ENST00000491021	processed_transcript	0	0	0	33	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	14	0	243	14	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000333418	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000405557	protein_coding	0	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	2	0	131	22	0	58408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000407936	protein_coding	0	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	2	0	131	22	0	18983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000427034	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000442738	protein_coding	0	7	1	17	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	7	0	5000	4	0	1688	4	0	7622	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000443002	nonsense_mediated_decay	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	131	22	0	12741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000460648	protein_coding	0	1	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	5000	1	0	129	5	0	10197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000470701	protein_coding	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	4	0	177	4	0	7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000483713	nonsense_mediated_decay	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	174	4	0	7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	2	0	174	0	0	0
POLR2F	ENSG00000100142	ENST00000484894	processed_transcript	0	0	0	21	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	2	0	131	10	0	5059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000488684	protein_coding	0	1	1	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	5000	2	0	131	4	0	7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000492213	protein_coding	0	2	1	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	3	0	70	4	0	7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	1	0	70
POLR2F	ENSG00000100142	ENST00000606538	protein_coding	0	2	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	5000	2	0	131	4	0	7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
POLR3H	ENSG00000100413	ENST00000337566	protein_coding	1	5	5	35	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	9	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	25	0	5000	9	0	97	9	0	8541	0	0	0	1	0	2	0	0	0	1	0	202	0	0	0	0	0	0	1	0	441	0	0	0
POLR3H	ENSG00000100413	ENST00000355209	protein_coding	1	5	6	39	14	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	17	0	5000	10	0	97	8	0	7953	0	0	0	1	0	2	0	0	0	1	0	202	0	0	0	0	0	0	14	0	3457	0	0	0
POLR3H	ENSG00000100413	ENST00000396504	protein_coding	1	5	6	39	14	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	17	0	5000	10	0	97	8	0	7953	0	0	0	1	0	2	0	0	0	1	0	202	0	0	0	0	0	0	14	0	3479	0	0	0
POLR3H	ENSG00000100413	ENST00000407461	protein_coding	1	5	6	29	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	8	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	20	0	5000	10	0	97	8	0	7953	0	0	0	1	0	2	0	0	0	1	0	202	0	0	0	0	0	0	1	0	71	0	0	0
POLR3H	ENSG00000100413	ENST00000420561	processed_transcript	0	0	0	26	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5000	1	0	121	6	0	11245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3H	ENSG00000100413	ENST00000431534	nonsense_mediated_decay	1	2	0	50	7	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8	0	0	10	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	5000	10	0	97	8	0	7953	0	0	0	1	0	2	0	0	0	2	0	97	0	0	0	0	0	0	7	0	202	0	0	0
POLR3H	ENSG00000100413	ENST00000432789	nonsense_mediated_decay	1	2	0	50	8	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	8	0	0	10	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	5000	10	0	97	8	0	7953	0	0	0	1	0	2	0	0	0	2	0	97	0	0	0	0	0	0	8	0	64	0	0	0
POLR3H	ENSG00000100413	ENST00000442616	nonsense_mediated_decay	0	1	0	32	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	5000	4	0	97	4	0	776	0	0	0	0	0	0	0	0	0	1	0	97	0	0	0	0	0	0	2	0	87	0	0	0
POLR3H	ENSG00000100413	ENST00000483837	retained_intron	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1653	0	0	0	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000262735	protein_coding	0	10	9	25	1	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	15	0	5000	18	0	8624	7	0	1410	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	8376	2	0	42
PPARA	ENSG00000186951	ENST00000396000	protein_coding	0	10	9	25	1	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	15	0	5000	18	0	8624	7	0	1410	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	8376	2	0	42
