gene_id,sample_id,seq_id,length,gene_name,gene_product,gene_index,strand
GCA_021697815.1-NZ_JAJPUS010000039.1-3280-cds-WP_000944589.1,GCA_021697815.1,NZ_JAJPUS010000039.1,237,,hypothetical protein,0,+
GCA_021697815.1-NZ_JAJPUS010000039.1-3281-cds-WP_001297900.1,GCA_021697815.1,NZ_JAJPUS010000039.1,201,,hypothetical protein,1,-
GCA_021697815.1-NZ_JAJPUS010000039.1-3282-cds-WP_000221530.1,GCA_021697815.1,NZ_JAJPUS010000039.1,570,,inovirus Gp2 family protein,2,+
GCA_021697815.1-NZ_JAJPUS010000039.1-3283-cds-WP_000270974.1,GCA_021697815.1,NZ_JAJPUS010000039.1,402,,hypothetical protein,3,+
GCA_021697815.1-NZ_JAJPUS010000039.1-3284-cds-WP_001221623.1,GCA_021697815.1,NZ_JAJPUS010000039.1,408,,zinc-ribbon domain-containing protein,4,+
GCA_021697815.1-NZ_JAJPUS010000039.1-3285-cds-IHV48_RS25950,GCA_021697815.1,NZ_JAJPUS010000039.1,1620,,ISL3 family transposase,5,+
GCA_021697815.1-NZ_JAJPUS010000039.1-3287-cds-WP_000656352.1,GCA_021697815.1,NZ_JAJPUS010000039.1,1035,,phosphotriesterase,6,-
GCA_021697815.1-NZ_JAJPUS010000039.1-3288-cds-WP_000739816.1,GCA_021697815.1,NZ_JAJPUS010000039.1,966,,DMT family transporter,7,-
GCA_021697815.1-NZ_JAJPUS010000039.1-3289-cds-WP_001066367.1,GCA_021697815.1,NZ_JAJPUS010000039.1,759,,glutamine amidotransferase,8,-
GCA_021697815.1-NZ_JAJPUS010000039.1-3290-cds-WP_000667429.1,GCA_021697815.1,NZ_JAJPUS010000039.1,1215,,PfkB family carbohydrate kinase,9,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3295-cds-WP_023277304.1,GCA_021697815.1,NZ_JAJPUS010000003.1,648,,tail assembly protein,0,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3296-cds-WP_024946565.1,GCA_021697815.1,NZ_JAJPUS010000003.1,744,,C40 family peptidase,1,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3297-cds-WP_001152382.1,GCA_021697815.1,NZ_JAJPUS010000003.1,699,,phage minor tail protein L,2,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3298-cds-WP_000447253.1,GCA_021697815.1,NZ_JAJPUS010000003.1,330,,phage tail protein,3,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3299-cds-WP_236929807.1,GCA_021697815.1,NZ_JAJPUS010000003.1,3066,,phage tail tape measure protein,4,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3300-cds-WP_063815218.1,GCA_021697815.1,NZ_JAJPUS010000003.1,318,,phage tail assembly protein T,5,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3301-cds-WP_001370402.1,GCA_021697815.1,NZ_JAJPUS010000003.1,387,,phage minor tail protein G,6,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3302-cds-WP_022645720.1,GCA_021697815.1,NZ_JAJPUS010000003.1,744,,phage tail protein,7,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3303-cds-WP_001079410.1,GCA_021697815.1,NZ_JAJPUS010000003.1,402,,phage minor tail U family protein,8,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3304-cds-WP_000677120.1,GCA_021697815.1,NZ_JAJPUS010000003.1,591,,phage tail protein,9,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3305-cds-WP_022645721.1,GCA_021697815.1,NZ_JAJPUS010000003.1,276,,phage protein,10,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3306-cds-WP_001097050.1,GCA_021697815.1,NZ_JAJPUS010000003.1,324,,DUF2190 family protein,11,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3307-cds-WP_001136588.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2028,,Clp protease ClpP,12,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3308-cds-WP_000985958.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1509,,phage portal protein,13,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3309-cds-WP_001072975.1,GCA_021697815.1,NZ_JAJPUS010000003.1,213,,hypothetical protein,14,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3310-cds-WP_000934104.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2103,,phage terminase large subunit family protein,15,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3311-cds-WP_022645722.1,GCA_021697815.1,NZ_JAJPUS010000003.1,495,,DUF1441 family protein,16,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3312-cds-WP_000548593.1,GCA_021697815.1,NZ_JAJPUS010000003.1,207,,hypothetical protein,17,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3314-cds-WP_001443523.1,GCA_021697815.1,NZ_JAJPUS010000003.1,156,,hypothetical protein,18,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3316-cds-WP_071526745.1,GCA_021697815.1,NZ_JAJPUS010000003.1,189,ynfQ,cold-shock protein,19,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3317-cds-WP_000066495.1,GCA_021697815.1,NZ_JAJPUS010000003.1,213,cspI,cold shock protein CspI,20,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3318-cds-WP_001071776.1,GCA_021697815.1,NZ_JAJPUS010000003.1,498,rzpQ,DUF2514 domain-containing protein,21,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3319-cds-WP_001092966.1,GCA_021697815.1,NZ_JAJPUS010000003.1,534,rrrQ,lysozyme,22,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3320-cds-WP_000196128.1,GCA_021697815.1,NZ_JAJPUS010000003.1,312,ydfR,DUF1327 domain-containing protein,23,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3321-cds-WP_000839562.1,GCA_021697815.1,NZ_JAJPUS010000003.1,216,essD,phage lysis protein EssD,24,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3322-cds-WP_001348108.1,GCA_021697815.1,NZ_JAJPUS010000003.1,375,,hypothetical protein,25,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3323-cds-WP_022645723.1,GCA_021697815.1,NZ_JAJPUS010000003.1,429,tolA,cell envelope integrity protein TolA,26,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3324-cds-IHV48_RS05915,GCA_021697815.1,NZ_JAJPUS010000003.1,132,,hypothetical protein,27,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3325-cds-WP_000562553.1,GCA_021697815.1,NZ_JAJPUS010000003.1,132,,DUF3927 family protein,28,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3328-cds-WP_000762886.1,GCA_021697815.1,NZ_JAJPUS010000003.1,822,,antitermination protein,29,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3329-cds-WP_000904111.1,GCA_021697815.1,NZ_JAJPUS010000003.1,357,,RusA family crossover junction endodeoxyribonuclease,30,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3330-cds-WP_001376415.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1050,ydfU,DUF968 domain-containing protein,31,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3331-cds-WP_032140164.1,GCA_021697815.1,NZ_JAJPUS010000003.1,279,,hypothetical protein,32,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3332-cds-WP_000980999.1,GCA_021697815.1,NZ_JAJPUS010000003.1,252,,hypothetical protein,33,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3333-cds-WP_000813254.1,GCA_021697815.1,NZ_JAJPUS010000003.1,156,hokD,type I toxin-antitoxin system toxin HokD,34,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3334-cds-WP_022645725.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1023,,hypothetical protein,35,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3335-cds-WP_001151189.1,GCA_021697815.1,NZ_JAJPUS010000003.1,402,,DUF977 family protein,36,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3336-cds-WP_000054505.1,GCA_021697815.1,NZ_JAJPUS010000003.1,966,,hypothetical protein,37,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3337-cds-WP_000705349.1,GCA_021697815.1,NZ_JAJPUS010000003.1,522,,toxin YdaT family protein,38,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3338-cds-WP_000476993.1,GCA_021697815.1,NZ_JAJPUS010000003.1,228,,Cro/CI family transcriptional regulator,39,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3339-cds-WP_001003381.1,GCA_021697815.1,NZ_JAJPUS010000003.1,408,,helix-turn-helix domain-containing protein,40,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3340-cds-WP_000379591.1,GCA_021697815.1,NZ_JAJPUS010000003.1,153,,DUF1391 family protein,41,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3341-cds-WP_001320327.1,GCA_021697815.1,NZ_JAJPUS010000003.1,366,,hypothetical protein,42,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3342-cds-WP_000159335.1,GCA_021697815.1,NZ_JAJPUS010000003.1,201,,hypothetical protein,43,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3343-cds-WP_001317853.1,GCA_021697815.1,NZ_JAJPUS010000003.1,189,,hypothetical protein,44,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3344-cds-WP_001090200.1,GCA_021697815.1,NZ_JAJPUS010000003.1,192,,DUF1482 family protein,45,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3345-cds-WP_024946566.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2472,,exonuclease,46,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3346-cds-WP_000005552.1,GCA_021697815.1,NZ_JAJPUS010000003.1,252,,excisionase family protein,47,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3347-cds-WP_000876976.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1281,,site-specific integrase,48,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3348-cds-WP_000836037.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1020,rspB,Zn-dependent oxidoreductase,49,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3349-cds-WP_001295394.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1215,rspA,starvation-sensing protein RspA,50,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3350-cds-WP_001304355.1,GCA_021697815.1,NZ_JAJPUS010000003.1,327,ynfA,YnfA family protein,51,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3351-cds-WP_000705197.1,GCA_021697815.1,NZ_JAJPUS010000003.1,342,ynfB,DUF1283 family protein,52,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3352-cds-WP_001138584.1,GCA_021697815.1,NZ_JAJPUS010000003.1,561,speG,spermidine N1-acetyltransferase,53,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3353-cds-WP_001445899.1,GCA_021697815.1,NZ_JAJPUS010000003.1,711,ynfC,YnfC family lipoprotein,54,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3354-cds-WP_001295396.1,GCA_021697815.1,NZ_JAJPUS010000003.1,306,ynfD,DUF1161 domain-containing protein,55,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3355-cds-WP_022645727.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2427,ynfE,dimethyl sulfoxide reductase subunit A,56,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3356-cds-WP_072146081.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2424,ynfF,dimethyl sulfoxide reductase subunit A,57,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3357-cds-WP_000213028.1,GCA_021697815.1,NZ_JAJPUS010000003.1,618,dmsB,dimethylsulfoxide reductase subunit B,58,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3358-cds-WP_000526500.1,GCA_021697815.1,NZ_JAJPUS010000003.1,855,ynfH,dimethyl sulfoxide reductase anchor subunit,59,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3359-cds-WP_021516105.1,GCA_021697815.1,NZ_JAJPUS010000003.1,615,dmsD,Tat proofreading chaperone DmsD,60,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3360-cds-WP_071586384.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1293,clcB,voltage-gated ClC-type chloride channel ClcB,61,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3361-cds-WP_000919226.1,GCA_021697815.1,NZ_JAJPUS010000003.1,696,bioD,dethiobiotin synthase,62,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3362-cds-WP_000225257.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1221,mlc,DNA-binding transcriptional repressor Mlc,63,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3363-cds-WP_001019530.1,GCA_021697815.1,NZ_JAJPUS010000003.1,894,ynfL,LysR family transcriptional regulator,64,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3364-cds-WP_000091840.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1254,ynfM,MFS transporter,65,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3365-cds-WP_001362115.1,GCA_021697815.1,NZ_JAJPUS010000003.1,309,asr,acid resistance repetitive basic protein Asr,66,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3367-cds-WP_001260849.1,GCA_021697815.1,NZ_JAJPUS010000003.1,822,ydgD,serine protease,67,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3368-cds-WP_000046661.1,GCA_021697815.1,NZ_JAJPUS010000003.1,330,mdtI,multidrug/spermidine efflux SMR transporter subunit MdtI,68,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3369-cds-WP_000276149.1,GCA_021697815.1,NZ_JAJPUS010000003.1,366,mdtJ,multidrug/spermidine efflux SMR transporter subunit MdtJ,69,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3371-cds-WP_001118218.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1035,tqsA,AI-2 transporter TqsA,70,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3372-cds-WP_097737993.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1389,pntB,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,71,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3373-cds-WP_001298661.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1533,pntA,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,72,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3374-cds-WP_000769322.1,GCA_021697815.1,NZ_JAJPUS010000003.1,945,ydgH,DUF1471 family protein YdgH,73,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3375-cds-WP_000412379.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1383,ydgI,amino acid permease,74,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3376-cds-WP_022645728.1,GCA_021697815.1,NZ_JAJPUS010000003.1,723,folM,dihydromonapterin reductase,75,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3377-cds-WP_000524861.1,GCA_021697815.1,NZ_JAJPUS010000003.1,336,ydgC,GlpM family protein,76,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3378-cds-WP_001317857.1,GCA_021697815.1,NZ_JAJPUS010000003.1,720,rstA,two-component system response regulator RstA,77,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3379-cds-WP_022645729.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1302,rstB,two-component system sensor histidine kinase RstB,78,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3380-cds-WP_001295399.1,GCA_021697815.1,NZ_JAJPUS010000003.1,930,tus,DNA replication terminus site-binding protein,79,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3381-cds-WP_001099102.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1404,fumC,class II fumarate hydratase,80,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3382-cds-WP_000066623.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1647,fumB,class I fumarate hydratase,81,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3383-cds-WP_022645730.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1176,manA,mannose-6-phosphate isomerase,82,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3384-cds-WP_022645731.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1509,ydgA,YdgA family protein,83,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3385-cds-IHV48_RS06220,GCA_021697815.1,NZ_JAJPUS010000003.1,150,,hypothetical protein,84,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3386-cds-IHV48_RS06225,GCA_021697815.1,NZ_JAJPUS010000003.1,186,,beta-glucuronidase,85,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3387-cds-WP_023909131.1,GCA_021697815.1,NZ_JAJPUS010000003.1,591,uidR,DNA-binding transcriptional regulator UidR,86,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3388-cds-WP_022645735.1,GCA_021697815.1,NZ_JAJPUS010000003.1,768,hdhA,7-alpha-hydroxysteroid dehydrogenase,87,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3389-cds-WP_022645736.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1029,malI,mal regulon transcriptional regulator MalI,88,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3390-cds-WP_000125609.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1593,malX,PTS maltose transporter subunit IICB,89,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3391-cds-WP_000459369.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1173,malY,bifunctional maltose regulon transcriptional repressor/cystathionine beta-lyase MalY,90,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3392-cds-WP_000567471.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1002,add,adenosine deaminase,91,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3393-cds-WP_022645737.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1041,ydgJ,oxidoreductase,92,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3394-cds-WP_001296096.1,GCA_021697815.1,NZ_JAJPUS010000003.1,126,blr,division septum protein Blr,93,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3395-cds-WP_000217950.1,GCA_021697815.1,NZ_JAJPUS010000003.1,216,ydgT,transcription modulator YdgT,94,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3396-cds-WP_000214176.1,GCA_021697815.1,NZ_JAJPUS010000003.1,441,ydgK,DUF2569 domain-containing protein,95,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3397-cds-WP_000133193.1,GCA_021697815.1,NZ_JAJPUS010000003.1,582,rsxA,electron transport complex subunit RsxA,96,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3398-cds-WP_022645738.1,GCA_021697815.1,NZ_JAJPUS010000003.1,579,rsxB,electron transport complex subunit RsxB,97,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3399-cds-WP_022645739.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2223,rsxC,electron transport complex subunit RsxC,98,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3400-cds-WP_022645740.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1059,rsxD,electron transport complex subunit RsxD,99,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3401-cds-WP_000920799.1,GCA_021697815.1,NZ_JAJPUS010000003.1,621,rsxG,electron transport complex subunit RsxG,100,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3402-cds-WP_022645741.1,GCA_021697815.1,NZ_JAJPUS010000003.1,696,rsxE,electron transport complex subunit RsxE,101,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3403-cds-WP_001030339.1,GCA_021697815.1,NZ_JAJPUS010000003.1,636,nth,endonuclease III,102,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3404-cds-WP_000100942.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1503,dtpA,dipeptide/tripeptide permease DtpA,103,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3405-cds-WP_000765742.1,GCA_021697815.1,NZ_JAJPUS010000003.1,606,gstA,glutathione transferase GstA,104,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3406-cds-WP_001302086.1,GCA_021697815.1,NZ_JAJPUS010000003.1,861,pdxY,pyridoxal kinase PdxY,105,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3407-cds-WP_001295400.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1275,tyrS,tyrosine--tRNA ligase,106,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3408-cds-WP_001282305.1,GCA_021697815.1,NZ_JAJPUS010000003.1,657,pdxH,pyridoxamine 5'-phosphate oxidase,107,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3409-cds-WP_000061974.1,GCA_021697815.1,NZ_JAJPUS010000003.1,330,mliC,C-type lysozyme inhibitor,108,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3410-cds-WP_000835076.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1110,anmK,anhydro-N-acetylmuramic acid kinase,109,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3411-cds-WP_000597196.1,GCA_021697815.1,NZ_JAJPUS010000003.1,468,slyB,outer membrane lipoprotein SlyB,110,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3412-cds-WP_000445640.1,GCA_021697815.1,NZ_JAJPUS010000003.1,435,slyA,transcriptional regulator SlyA,111,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3413-cds-WP_000670998.1,GCA_021697815.1,NZ_JAJPUS010000003.1,237,ydhI,DUF1656 domain-containing protein,112,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3414-cds-WP_001300356.1,GCA_021697815.1,NZ_JAJPUS010000003.1,858,ydhJ,HlyD family secretion protein,113,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3415-cds-WP_022645742.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2013,ydhK,FUSC family protein,114,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3416-cds-WP_001298528.1,GCA_021697815.1,NZ_JAJPUS010000003.1,522,sodC,superoxide dismutase [Cu-Zn] SodC,115,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3417-cds-WP_000250656.1,GCA_021697815.1,NZ_JAJPUS010000003.1,897,ydhF,aldo/keto reductase family oxidoreductase,116,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3418-cds-WP_000840481.1,GCA_021697815.1,NZ_JAJPUS010000003.1,240,ydhL,DUF1289 domain-containing protein,117,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3419-cds-WP_001032934.1,GCA_021697815.1,NZ_JAJPUS010000003.1,600,nemR,DNA-binding transcriptional regulator NemR,118,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3420-cds-WP_000093598.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1098,nemA,N-ethylmaleimide reductase,119,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3421-cds-WP_001237796.1,GCA_021697815.1,NZ_JAJPUS010000003.1,408,gloA,lactoylglutathione lyase,120,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3422-cds-WP_001282281.1,GCA_021697815.1,NZ_JAJPUS010000003.1,648,rnt,ribonuclease T,121,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3423-cds-WP_022645743.1,GCA_021697815.1,NZ_JAJPUS010000003.1,4617,lhr,ATP-dependent helicase,122,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3424-cds-WP_000108172.1,GCA_021697815.1,NZ_JAJPUS010000003.1,348,grxD,monothiol glutaredoxin 4,123,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3425-cds-WP_000101179.1,GCA_021697815.1,NZ_JAJPUS010000003.1,828,mepH,peptidoglycan DD-endopeptidase MepH,124,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3426-cds-WP_000007283.1,GCA_021697815.1,NZ_JAJPUS010000003.1,582,sodB,superoxide dismutase [Fe],125,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3427-cds-WP_000701040.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1170,ydhP,MFS transporter,126,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3429-cds-WP_000190982.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1026,purR,HTH-type transcriptional repressor PurR,127,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3430-cds-WP_000269493.1,GCA_021697815.1,NZ_JAJPUS010000003.1,933,ydhB,LysR family transcriptional regulator,128,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3431-cds-WP_001182363.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1212,ydhC,Bcr/CflA family multidrug efflux MFS transporter,129,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3432-cds-WP_000098896.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1149,cfa,cyclopropane fatty acyl phospholipid synthase,130,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3433-cds-WP_000493947.1,GCA_021697815.1,NZ_JAJPUS010000003.1,642,ribE,riboflavin synthase,131,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3434-cds-WP_001174939.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1374,mdtK,multidrug efflux MATE transporter MdtK,132,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3435-cds-WP_000534266.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1257,ydhQ,AIDA repeat-containing protein,133,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3438-cds-WP_000212678.1,GCA_021697815.1,NZ_JAJPUS010000003.1,306,ydhR,monooxygenase,134,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3439-cds-WP_022645745.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1605,ydhS,FAD-NAD(P)-binding protein,135,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3440-cds-WP_000587589.1,GCA_021697815.1,NZ_JAJPUS010000003.1,813,ydhT,protein YdhT,136,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3441-cds-WP_022645746.1,GCA_021697815.1,NZ_JAJPUS010000003.1,786,ydhU,thiosulfate reductase cytochrome B subunit,137,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3442-cds-WP_022645747.1,GCA_021697815.1,NZ_JAJPUS010000003.1,669,ydhX,4Fe-4S dicluster domain-containing protein,138,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3443-cds-WP_022645748.1,GCA_021697815.1,NZ_JAJPUS010000003.1,639,ydhW,YdhW family putative oxidoreductase system protein,139,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3444-cds-WP_229479511.1,GCA_021697815.1,NZ_JAJPUS010000003.1,2187,ydhV,aldehyde ferredoxin oxidoreductase,140,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3445-cds-WP_001070227.1,GCA_021697815.1,NZ_JAJPUS010000003.1,627,ydhY,ferredoxin-like protein,141,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3446-cds-WP_000528342.1,GCA_021697815.1,NZ_JAJPUS010000003.1,210,fumD,fumarate hydratase FumD,142,-
GCA_021697815.1-NZ_JAJPUS010000003.1-3447-cds-WP_001295403.1,GCA_021697815.1,NZ_JAJPUS010000003.1,1413,pykF,pyruvate kinase PykF,143,+
GCA_021697815.1-NZ_JAJPUS010000003.1-3448-cds-WP_000648420.1,GCA_021697815.1,NZ_JAJPUS010000003.1,237,lpp,murein lipoprotein Lpp,144,+
